"FPCA_score_1","spline_1","spline_2"
-4565.818,0.0162352009750146,-0.00928622451999576
-4564.818,0.0163405947730801,-0.00934648963192416
-4563.818,0.0164459879966817,-0.00940675406332261
-4562.818,0.0165513806421133,-0.0094670178098006
-4561.818,0.0166567727056686,-0.00952728086696761
-4560.818,0.0167621641836413,-0.00958754323043312
-4559.818,0.0168675550723253,-0.00964780489580662
-4558.818,0.0169729453680143,-0.00970806585869759
-4557.818,0.0170783350670022,-0.00976832611471552
-4556.818,0.0171837241655827,-0.00982858565946989
-4555.818,0.0172891126600495,-0.00988884448857018
-4554.818,0.0173945005466965,-0.00994910259762589
-4553.818,0.0174998878218175,-0.0100093599822465
-4552.818,0.0176052744817062,-0.0100696166380415
-4551.818,0.0177106605226564,-0.0101298725606203
-4550.818,0.0178160459409619,-0.0101901277455925
-4549.818,0.0179214307329165,-0.0102503821885675
-4548.818,0.0180268148948139,-0.0103106358851548
-4547.818,0.018132198422948,-0.0103708888309639
-4546.818,0.0182375813136125,-0.0104311410216044
-4545.818,0.0183429635631012,-0.0104913924526855
-4544.818,0.0184483451677079,-0.010551643119817
-4543.818,0.0185537261237263,-0.0106118930186081
-4542.818,0.0186591064274503,-0.0106721421446685
-4541.818,0.0187644860751736,-0.0107323904936076
-4540.818,0.01886986506319,-0.0107926380610349
-4539.818,0.0189752433877933,-0.0108528848425598
-4538.818,0.0190806210452773,-0.0109131308337919
-4537.818,0.0191859980319357,-0.0109733760303407
-4536.818,0.0192913743440624,-0.0110336204278155
-4535.818,0.0193967499779511,-0.011093864021826
-4534.818,0.0195021249298956,-0.0111541068079816
-4533.818,0.0196074991961896,-0.0112143487818917
-4532.818,0.019712872773127,-0.0112745899391659
-4531.818,0.0198182456570016,-0.0113348302754137
-4530.818,0.0199236178441071,-0.0113950697862445
-4529.818,0.0200289893307373,-0.0114553084672678
-4528.818,0.0201343601131859,-0.0115155463140931
-4527.818,0.0202397301877469,-0.0115757833223299
-4526.818,0.0203450995507139,-0.0116360194875876
-4525.818,0.0204504681983807,-0.0116962548054758
-4524.818,0.0205558361270411,-0.0117564892716039
-4523.818,0.0206612033329889,-0.0118167228815815
-4522.818,0.020766569812518,-0.011876955631018
-4521.818,0.0208719355619219,-0.0119371875155228
-4520.818,0.0209773005774946,-0.0119974185307055
-4519.818,0.0210826648555298,-0.0120576486721756
-4518.818,0.0211880283923213,-0.0121178779355425
-4517.818,0.0212933911841629,-0.0121781063164158
-4516.818,0.0213987532273484,-0.0122383338104048
-4515.818,0.0215041145181715,-0.0122985604131192
-4514.818,0.0216094750529261,-0.0123587861201683
-4513.818,0.0217148348279058,-0.0124190109271617
-4512.818,0.0218201938394046,-0.0124792348297088
-4511.818,0.0219255520837161,-0.0125394578234191
-4510.818,0.0220309095571341,-0.0125996799039022
-4509.818,0.0221362662559525,-0.0126599010667675
-4508.818,0.022241622176465,-0.0127201213076244
-4507.818,0.0223469773149655,-0.0127803406220826
-4506.818,0.0224523316677475,-0.0128405590057513
-4505.818,0.0225576852311051,-0.0129007764542402
-4504.818,0.0226630380013319,-0.0129609929631588
-4503.818,0.0227683899747217,-0.0130212085281164
-4502.818,0.0228737411475683,-0.0130814231447226
-4501.818,0.0229790915161655,-0.0131416368085869
-4500.818,0.0230844410768071,-0.0132018495153187
-4499.818,0.0231897898257869,-0.0132620612605276
-4498.818,0.0232951377593985,-0.013322272039823
-4497.818,0.0234004848739359,-0.0133824818488144
-4496.818,0.0235058311656928,-0.0134426906831114
-4495.818,0.0236111766309629,-0.0135028985383232
-4494.818,0.0237165212660401,-0.0135631054100596
-4493.818,0.0238218650672182,-0.0136233112939299
-4492.818,0.0239272080307908,-0.0136835161855436
-4491.818,0.0240325501530519,-0.0137437200805103
-4490.818,0.0241378914302951,-0.0138039229744393
-4489.818,0.0242432318588143,-0.0138641248629402
-4488.818,0.0243485714349033,-0.0139243257416225
-4487.818,0.0244539101548558,-0.0139845256060956
-4486.818,0.0245592480149656,-0.0140447244519691
-4485.818,0.0246645850115265,-0.0141049222748524
-4484.818,0.0247699211408322,-0.014165119070355
-4483.818,0.0248752563991767,-0.0142253148340864
-4482.818,0.0249805907828535,-0.014285509561656
-4481.818,0.0250859242881566,-0.0143457032486735
-4480.818,0.0251912569113796,-0.0144058958907481
-4479.818,0.0252965886488165,-0.0144660874834895
-4478.818,0.0254019194967609,-0.0145262780225071
-4477.818,0.0255072494515066,-0.0145864675034103
-4476.818,0.0256125785093475,-0.0146466559218088
-4475.818,0.0257179066665773,-0.0147068432733119
-4474.818,0.0258232339194898,-0.0147670295535292
-4473.818,0.0259285602643787,-0.0148272147580701
-4472.818,0.0260338856975379,-0.0148873988825441
-4471.818,0.0261392102152611,-0.0149475819225607
-4470.818,0.0262445338138421,-0.0150077638737294
-4469.818,0.0263498564895748,-0.0150679447316596
-4468.818,0.0264551782387528,-0.0151281244919609
-4467.818,0.0265604990576699,-0.0151883031502427
-4466.818,0.0266658189426201,-0.0152484807021146
-4465.818,0.0267711378898969,-0.015308657143186
-4464.818,0.0268764558957942,-0.0153688324690663
-4463.818,0.0269817729566058,-0.0154290066753651
-4462.818,0.0270870890686255,-0.0154891797576919
-4461.818,0.027192404228147,-0.0155493517116561
-4460.818,0.0272977184314642,-0.0156095225328673
-4459.818,0.0274030316748707,-0.0156696922169348
-4458.818,0.0275083439546605,-0.0157298607594682
-4457.818,0.0276136552671272,-0.0157900281560771
-4456.818,0.0277189656085647,-0.0158501944023707
-4455.818,0.0278242749752667,-0.0159103594939588
-4454.818,0.0279295833635271,-0.0159705234264506
-4453.818,0.0280348907696395,-0.0160306861954558
-4452.818,0.0281401971898978,-0.0160908477965838
